Title|Price|Address|Bathroom|Room|Furnished|Pet Allowed
MILE-END!!GRAND 51/2 AVEC 3 CHAMBRES FERMÉES+1 MOIS GRATUIT|$1750.00|5370 Av du Parc, Montréal, QC H2V 4G7, Canada|1|5 1/2|Non|Non

Old Port Montreal- New condo apartment for rent- 2 bedrooms|$2150.00|650 rue Wellington, Montreal, QC, H3C 1T3|1|4 1/2|Non|Unknown

❤41/2 CONDO APPARTEMENT BRAND NEW DOWTOWN CENTRE VILLE A LOUER|$1999.00|1800 Boulevard René-Lévesque O #110, Montréal, QC H3H 2H2, Canada|1|4 1/2|Oui|Non

HoMa Beau 4 1/2 à louer|$910.00|, Hochelaga Maisonneuve H1V 3K9 QC, Canada|1|4 1/2|Non|Non

4.5 plateau next parc lafontaine, sunny with balcony|$990.00|1830 Rue Gauthier, Montréal, QC H2K 1A2, Canada|1|4 1/2|Non|Non

Upper Loft Apartment - St Laurent - Prince Arthur|$1100.00|3607 Boul St-Laurent, Montréal, QC H2X, Canada|1|3 1/2|Oui|Non

51/2 plateau mont royal|$1040.00|4442 Rue d'Iberville, Montréal, QC H2H 2L8, Canada|1|5 1/2|Non|Oui

1 MONTH FREE/ 3 1/2 lease transfer, close to McGill&Downtown|$1321.00|1100 Avenue du Docteur-Penfield, Montréal, QC H3A 1X1, Canada|1|3 1/2|Non|Oui

Grand 5 1/2 au 2e étage d’un duplex, disponible le 1er décembre.|$990.00|9039 Rue de Godbout, LaSalle, QC H8R 2H7, Canada|1|5 1/2|Non|Non

1 month FREE! Fully renovated. Downtown, Concordia|$1365.00|2070 Boulevard de Maisonneuve O, Montreal, QC, H3H 1K8|1|2 1/2|Non|Oui

Downtown! Near Concordia, gym, pool! All included|$1315.00|2125 Rue Saint-Marc, Montreal, QC, H3H 2P1|1|2 1/2|Non|Oui

Bachelor - Cote-Saint-Luc-Convenient-Spacious|$860.00|5500 Borden Ave, Côte-Saint-Luc, QC, H4V 2T4|1|1 1/2|Non|Oui

1 month FREE! Large Studio, Downtown Montreal - Newly Renovated|$1025.00|2166 Boulevard de Maisonneuve O, Montreal, QC, H3H 1L5|1|1 1/2|Non|Oui

1 month FREE! Fully renovated, Downtown. Pool and terrace|$1790.00|2050 Boulevard de Maisonneuve O, Montreal, QC, H3H 1K7|1|4 1/2|Non|Oui

Best views & biggest units! Gym, pool and sauna|$2485.00|1212 avenue des Pins Ouest, Montreal, QC, H3G 1A9|2|5 1/2|Non|Oui

Crescent St! Guy-Concordia-Free Wi-Fi-Updated-Modern!|$1880.00|1420 Rue Crescent, Montreal, QC, H3G 2B7|1|4 1/2|Non|Oui

Lafontaine Park - Newly renovated! All included|$1340.00|1150 Sherbrooke Street East, Montreal, QC, H2L 1L8|1|2 1/2|Non|Oui

Luxury Living - Heart of The Golden Mile Square|$2025.00|3475 rue de la Montagne, Montreal, QC, H3G 2A4|1|2 1/2|Non|Oui

1 month free! Luxury Living - Heart of The Golden Mile Square|$2795.00|3475 rue de la Montagne, Montreal, QC, H3G 2A4|1|4 1/2|Non|Oui

1 month FREE! Downtown, pool, rooftop BBQ terrace, gym|$1650.00|3475 rue de la Montagne, Montreal, QC, H3G 2A4|1|2 1/2|Non|Oui

1 month FREE! Large Bachelor downtown - Concordia|$1130.00|2166 Boulevard de Maisonneuve O, Montreal, QC, H3H 1L5|1|1 1/2|Non|Oui

Renovated suite, cosy and modern, Concordia University|$1060.00|1433 rue Towers, Montreal, QC, H3H 2E2|1|1 1/2|Non|Oui

Cote-Saint-Luc-Convenient-Spacious|$1410.00|5500 Borden Ave, Côte-Saint-Luc, QC, H4V 2T4|1|4 1/2|Non|Oui

Huge renovated suite! Near McGill & Mt Royal Park|$1610.00|1212 avenue des Pins Ouest, Montreal, QC, H3G 1A9|1|2 1/2|Non|Oui

Best views & biggest units! Near McGill|$1995.00|1212 avenue des Pins Ouest, Montreal, QC, H3G 1A9|2|4 1/2|Non|Oui

